,,Zestaw →,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,2,2,2,,,,3,3,3,3,3,3,,,,4,4,4,4,4,4,4,4,,,,5,5,5,5,5,5,5,5,,,,7,7,7,7,7,7,,,,,,8,8,8,8,8,8,8,8,,,,,,9,9,9,9,9,9,,,,,,10,10,10,,,,,,11,11,11,11,11,,,,,,12,12,12,,,,,,13,13,,,,,,,,,,,,
ID:,,Zadanie →,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,,suma punktów,l. zadań:,,A,B,C,suma punktów,l. zadań:,,A,B,C,D,E,F,suma punktów,l. zadań:,,A,B,C,D,E,F,G,H,suma punktów,l. zadań:,,A,B,C,D,E,F,G,I,suma punktów,l. zadań:,,A,B,C,D,E,F,suma punktów,l. zadań:,,,,A,B,C,D,E,F,G,H,total points:,total assign:,,,,A,B,C,D,E,F,total points:,total assign:,,,,A,B,C,total points:,total assign:,,,,A,B,C,D,E,total points:,total assign:,,all points:,,A,B,C,total points:,total assign:,,,,A,B,total points:,total assign:,,,all points:,,,,,Kolokwium 1:,Kolokwium 2:,Kolokwium 3:
1994026,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,2,0,5,0,0,7,2,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,7,,0,0,0,0,0,,,,0,0,0,0,,,7,,,,,5,4,5
5579998,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,3,3,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,3,,0,0,0,0,0,,,,0,0,0,0,,,3,,,,,,,
6505909,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,,0,0,0,0,0,,0,0,0,5,0,0,5,1,,0,2,0,0,0,2,0,0,4,2,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,10,,0,0,0,0,0,,,,0,0,0,0,,,10,,,,,5,5,5
5257879,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,2,3,0,5,2,,2,2,0,0,0,0,4,2,,0,2,2,0,0,2,0,0,6,3,,2,0,0,0,2,0,2,0,6,3,,0,2,2,2,0,0,6,3,,,,2,0,2,0,0,0,0,2,6,3,,,,2,2,2,0,0,0,6,3,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,39,,2,2,0,4,2,,,,0,0,0,0,,,43,,,,,5,3,5
3971854,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,1,,0,0,0,0,0,,,,0,0,0,0,,,1,,,,,,,
3381820,,,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,,6,6,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,2,0,4,2,,,,0,0,2,2,2,2,0,2,10,5,,,,0,0,0,0,0,0,0,0,,,,2,2,2,6,3,,,,2,2,2,2,2,10,5,,36,,0,0,0,0,0,,,,0,0,0,0,,,36,,,,,4,5,4
1589591,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,4,2,,0,2,2,2,0,2,8,4,,,,0,0,2,2,0,2,2,2,10,5,,,,2,2,2,2,2,0,10,5,,,,2,2,2,6,3,,,,2,0,2,2,2,8,4,,46,,0,0,0,0,0,,,,0,0,0,0,,,46,,,,,5,5,3
3869368,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,2,3,1,6,3,,2,2,4,5,2,5,20,6,,0,2,0,2,2,2,0,0,8,4,,2,2,0,2,0,0,0,0,6,3,,2,2,0,2,2,2,10,5,,,,0,0,2,2,0,0,2,2,8,4,,,,2,2,0,2,0,0,6,3,,,,0,0,2,2,1,,,,2,0,2,2,2,8,4,,75,,0,0,0,0,0,,,,0,0,0,0,,,75,,,,,5,4,4
6973740,,,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,,6,6,,2,0,0,2,1,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,2,0,2,2,0,0,0,6,3,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,14,,0,0,0,0,0,,,,0,0,0,0,,,14,,,,,5,2,5
8835893,,,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,,7,7,,2,3,0,5,2,,0,2,0,5,0,5,12,3,,2,2,0,0,0,2,0,0,6,3,,2,2,0,0,2,0,2,0,8,4,,2,0,2,0,2,0,6,3,,,,0,2,2,2,0,0,2,0,8,4,,,,0,0,2,2,0,2,6,3,,,,2,0,2,4,2,,,,0,0,0,2,0,2,1,,64,,0,0,0,0,0,,,,0,0,0,0,,,64,,,,,5,5,5
3127703,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,1,,2,3,1,6,3,,0,0,4,5,2,5,16,4,,2,2,2,2,2,2,0,2,14,7,,2,2,4,0,2,2,2,0,14,6,,2,2,2,2,2,2,12,6,,,,2,0,2,2,2,2,2,2,14,7,,,,2,2,2,2,2,2,12,6,,,,2,2,2,6,3,,,,2,0,0,2,2,6,3,,101,,2,0,0,2,1,,,,0,0,0,0,,,103,,,,,5,5,5
5527018,,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,3,3,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,2,2,2,2,0,0,8,4,,2,2,4,2,2,0,2,2,16,7,,2,2,2,2,0,2,10,5,,,,2,0,2,2,2,2,2,2,14,7,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,51,,0,0,0,0,0,,,,0,0,0,0,,,51,,,,,5,4,5
4575318,,,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,,9,9,,0,3,1,4,2,,0,0,0,5,0,5,10,2,,2,2,0,0,0,2,0,0,6,3,,0,2,0,2,0,0,2,0,6,3,,0,0,2,2,2,0,6,3,,,,0,0,2,0,0,0,0,0,2,1,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,43,,0,0,0,0,0,,,,0,0,0,0,,,43,,,,,5,5,5
7599730,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,2,2,,0,0,0,0,0,,0,0,0,5,2,5,12,3,,0,2,0,2,2,2,0,0,8,4,,2,2,0,0,2,0,0,0,6,3,,0,0,2,0,2,0,4,2,,,,0,0,2,0,0,2,0,2,6,3,,,,2,2,0,0,0,0,4,2,,,,0,2,2,4,2,,,,2,0,0,2,2,6,3,,52,,0,2,0,2,1,,,,0,0,0,0,,,54,,,,,5,5,5
2107352,,,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,,7,7,,0,0,0,0,0,,0,0,0,5,2,0,7,2,,0,0,0,0,0,0,0,0,0,0,,2,2,0,2,2,0,2,0,10,5,,0,0,2,0,2,0,4,2,,,,0,0,2,2,2,0,2,2,10,5,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,38,,0,0,0,0,0,,,,0,0,0,0,,,38,,,,,5,5,5
4579883,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,,3,3,,2,0,0,2,1,,0,0,4,5,2,0,11,3,,2,2,0,2,2,2,0,0,10,5,,0,2,0,2,2,2,0,0,8,4,,0,0,2,0,0,2,4,2,,,,0,0,2,0,2,2,0,0,6,3,,,,0,2,2,0,0,0,4,2,,,,0,0,2,2,1,,,,2,0,0,0,0,2,1,,52,,0,2,0,2,1,,,,0,0,0,0,,,54,,,,,5,5,5
1390455,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,2,0,2,2,2,2,0,12,6,,2,2,2,2,2,2,12,6,,,,0,0,0,2,0,0,2,2,6,3,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,30,,0,0,0,0,0,,,,0,0,0,0,,,30,,,,,5,5,5
6957104,,,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,,5,5,,2,3,0,5,2,,0,0,0,5,0,0,5,1,,0,2,0,2,2,2,0,0,8,4,,0,2,0,2,0,0,0,0,4,2,,0,0,2,0,2,0,4,2,,,,0,0,0,0,0,0,2,2,4,2,,,,0,0,0,2,0,2,4,2,,,,2,0,2,4,2,,,,2,0,0,2,0,4,2,,47,,0,0,0,0,0,,,,0,0,0,0,,,47,,,,,5,5,5
8599267,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,3,3,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,2,0,0,2,0,0,8,4,,2,2,0,2,2,2,2,0,12,6,,2,0,2,0,0,0,4,2,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,27,,0,0,0,0,0,,,,0,0,0,0,,,27,,,,,5,3,5
6162234,,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,3,3,,0,3,0,3,1,,0,0,0,5,2,0,7,2,,2,0,0,0,0,2,0,0,4,2,,2,2,0,2,2,0,0,0,8,4,,0,0,2,0,2,2,6,3,,,,0,0,2,2,0,0,0,0,4,2,,,,0,0,0,0,0,0,0,0,,,,2,0,0,2,1,,,,0,0,0,2,2,4,2,,41,,0,2,0,2,1,,,,0,0,0,0,,,43,,,,,5,5,4
